participant_no,avg_rwa,intro_elapse_t,test_elapse_t,survey_elapse_t,country_ip,education_level,urban_classification,gender,english_native,age,handedness,religion,sexual_preference,race,voted,married,family_size,survey_accurate,major
1105,5,39,251,207,US,high school,rural,female,no,38,right,christian (catholic),heterosexual,other,no,previously married,11,TRUE,psychology
1106,5.4,17,253,184,NA,high school,urban,male,yes,27,right,other,heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,music
1107,3.95,47,545,483,US,university degree,urban,male,yes,25,left,muslim,homosexual,arab,no,never married,11,TRUE,NA
1108,4.6,329,315,310,ZM,university degree,urban,female,no,19,left,muslim,heterosexual,asian,no,never married,3,TRUE,accounts
1109,4.15,1768,182,205,GB,high school,urban,male,yes,16,left,atheist,heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,NA
1110,4.7,57,1084,537,US,high school,urban,male,no,19,right,atheist,bisexual,other,yes,never married,4,TRUE,NA
1111,5.1,480,263,277,US,university degree,suburban,male,yes,25,right,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,0,TRUE,"psychology, political science, philosophy (al"
1112,5.1,833,825,110,GB,less than high school,suburban,female,yes,14,right,atheist,homosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1113,4.7,14,203,134,GB,high school,rural,male,yes,54,right,agnostic,heterosexual,black,yes,currently married,2,TRUE,NA
1114,5.05,4,187,150,CA,university degree,urban,male,yes,58,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,english
1115,4.3,468,270,179,US,university degree,suburban,female,yes,51,right,christian (protestant),homosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,criminal justice
1116,5,6,159,129,IE,university degree,rural,male,yes,21,left,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,computer science
1117,5.55,5,398,226,US,high school,rural,male,yes,18,right,christian (catholic),NA,white or indigenous australian or native american,no,never married,2,TRUE,NA
1118,5.75,3,192,135,US,graduate degree,suburban,female,yes,22,left,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,history
1119,7.15,17,292,221,US,graduate degree,urban,female,yes,38,NA,other,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,psychology
1120,4.9,22,147,120,US,university degree,urban,male,yes,28,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,history
1121,5.35,9,178,142,GB,high school,urban,male,yes,21,left,christian (catholic),heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,NA
1122,4.3,149,281,151,FI,graduate degree,suburban,male,no,32,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,economics
1123,5.35,25,250,239,US,graduate degree,rural,male,yes,77,left,agnostic,heterosexual,white or indigenous australian or native american,yes,currently married,4,TRUE,psychology
1124,5.35,23,259,216,CL,high school,urban,female,no,18,right,agnostic,other,other,no,never married,2,TRUE,anthropology
1125,5.9,10,255,114,GB,high school,urban,male,yes,16,right,atheist,homosexual,white or indigenous australian or native american,no,never married,3,TRUE,NA
1126,5.05,7,1693,162,US,university degree,urban,male,yes,53,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,english
1127,4.55,17,353,211,US,university degree,suburban,female,yes,40,right,NA,NA,white or indigenous australian or native american,yes,currently married,2,TRUE,electrom-mechanical drafting technlogy
1128,4.95,10,181,170,US,university degree,suburban,female,yes,27,both,christian (other),heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,nursing
1129,4.9,5,271,163,AU,university degree,suburban,male,no,37,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,economics
1130,5,32,547,441,US,high school,suburban,male,yes,58,right,christian (mormon),heterosexual,white or indigenous australian or native american,no,currently married,5,TRUE,NA
1131,4.15,10,225,180,US,university degree,suburban,female,yes,31,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,education
1132,5.4,3,298,197,AU,high school,rural,male,no,65,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,8,TRUE,NA
1133,4.5,32,269,201,GR,high school,urban,male,no,17,right,other,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1134,5,16,175,153,GB,graduate degree,rural,female,yes,36,right,atheist,heterosexual,white or indigenous australian or native american,no,currently married,1,TRUE,biology
1135,4.45,2,133,83,FR,high school,suburban,female,no,16,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1136,3.8,2,205,134,NL,high school,urban,male,no,18,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,technical policy and management
1137,5.3,30,381,185,HR,high school,rural,male,no,22,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,never married,4,TRUE,didactic
1138,5.15,26,131,93,CA,high school,suburban,male,yes,37,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,NA
1139,4.7,4,236,143,AT,graduate degree,urban,male,no,28,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,computer science
1140,4.8,2793,5704,3523,US,high school,urban,male,yes,17,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
1141,4.45,614,157,131,GB,university degree,urban,male,yes,18,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,economics
1142,6.5,38,694,179,US,graduate degree,suburban,male,yes,29,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,english
1143,4.4,4,162,155,GB,high school,urban,female,yes,53,right,christian (catholic),heterosexual,white or indigenous australian or native american,NA,never married,2,TRUE,NA
1144,5,2,128,156,GB,university degree,urban,female,yes,39,right,atheist,heterosexual,other,no,never married,1,TRUE,nursing
1145,4.5,1329,328,280,US,university degree,suburban,female,yes,26,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,interdisciplinary studies
1146,5.3,25,82,92,US,high school,rural,female,yes,18,right,christian (other),other,white or indigenous australian or native american,no,never married,2,TRUE,NA
1147,5.15,8,106,103,US,graduate degree,urban,other,yes,37,right,other,other,white or indigenous australian or native american,no,never married,1,TRUE,math and physics
1148,5.1,20,221,148,US,university degree,urban,other,yes,31,right,christian (other),bisexual,white or indigenous australian or native american,no,never married,4,TRUE,law enforcement
1149,5,9,180,178,BR,university degree,urban,male,no,21,right,agnostic,bisexual,other,yes,never married,1,TRUE,cinema
1150,4.55,20,185,146,US,less than high school,suburban,male,yes,13,right,christian (protestant),heterosexual,other,no,never married,6,TRUE,NA
1151,3.9,51629,171,110,US,university degree,urban,female,yes,21,right,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,theater
1152,4.7,25,233,136,GR,graduate degree,urban,female,no,39,right,buddhist,homosexual,white or indigenous australian or native american,yes,never married,2,TRUE,journalism
1153,6.55,3,161,113,US,graduate degree,urban,male,yes,35,right,atheist,asexual,white or indigenous australian or native american,no,never married,2,TRUE,mathematics
1154,5,3,179,154,US,university degree,suburban,male,yes,27,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,0,TRUE,psychology
1155,3.55,593,292,197,PH,university degree,urban,female,no,24,right,christian (catholic),heterosexual,asian,yes,never married,4,TRUE,chemical engineering
1156,4.75,568,121,120,FR,university degree,urban,female,no,28,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,literature
1157,4.8,19,336,142,IT,less than high school,suburban,female,no,17,right,atheist,bisexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
1158,4.55,937,217,199,RO,high school,urban,female,no,17,right,atheist,bisexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
1159,5.1,4,170,122,GB,less than high school,urban,male,yes,13,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1160,5.65,4,101,78,US,graduate degree,urban,female,yes,28,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,currently married,1,TRUE,english
1161,5.8,22,2056,160,NA,high school,rural,male,yes,19,right,atheist,heterosexual,NA,no,never married,2,TRUE,NA
1162,3.3,35,199,104,BR,high school,urban,male,no,16,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1163,5.15,2,177,116,DE,high school,suburban,male,no,19,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
1164,5.65,24,124,102,NA,graduate degree,suburban,male,yes,36,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,law
1165,4.85,4,264,218,US,high school,suburban,male,yes,19,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,theatre arts
1166,4.6,18,200,128,AU,high school,urban,female,yes,20,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,NA
1167,5,2,243,141,SI,high school,suburban,male,no,47,right,atheist,heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,NA
1168,5.1,127,239,179,NA,graduate degree,urban,male,no,33,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,philosophy
1169,4.85,2,220,475,US,university degree,suburban,female,yes,33,right,atheist,heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,english
1170,4.9,1670,208,139,NA,graduate degree,urban,female,no,56,left,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,law
1171,5.05,3,307,221,NO,university degree,rural,male,no,37,right,agnostic,heterosexual,white or indigenous australian or native american,no,currently married,3,TRUE,middle east studies
1172,5,84597,123,150,NA,high school,rural,male,no,26,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,psych
1173,3.4,27,251,119,CA,university degree,rural,male,yes,25,right,atheist,homosexual,white or indigenous australian or native american,yes,never married,1,TRUE,accounting
