going_out,gender,age,country,x100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers,any_full_sized_candy_bar,black_jacks,bonkers_the_candy,bonkers_the_board_game,bottle_caps,box_o_raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,cash_or_other_forms_of_legal_tender,chardonnay,chick_o_sticks_we_don_t_know_what_that_is,chiclets,coffee_crisp,creepy_religious_comics_chick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hersheys_dark_chocolate,hersheys_milk_chocolate,hersheys_kisses,hugs_actual_physical_hugs,jolly_rancher_bad_flavor,jolly_ranchers_good_flavor,joy_joy_mit_iodine,junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffy_taffy,lemon_heads,licorice_not_black,licorice,lindt_truffle,lollipops,mars,mary_janes,maynards,mike_and_ike,milk_duds,milky_way,regular_m_ms,peanut_m_ms,blue_m_ms,red_m_ms,third_party_m_ms,minibags_of_chips,mint_kisses,mint_juleps,mr_goodbar,necco_wafers,nerds,nestle_crunch,nown_laters,peeps,pencils,person_of_interest_season_3,pixy_stix,reese_s_peanut_butter_cups,reeses_pieces,reggie_jackson_bar,rolos,skittles,smarties_american,smarties_commonwealth,snickers,sourpatch_kids,spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein,vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties
No,Female,44,USA,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,NA,NA,JOY,JOY
No,Female,47,US,JOY,MEH,JOY,DESPAIR,NA,NA,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,NA,DESPAIR,DESPAIR,DESPAIR,JOY,NA,MEH,MEH,NA,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,NA,JOY,NA,DESPAIR,NA,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,NA,NA,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,NA,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY
No,Male,40,USA,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR
Yes,Male,45,United States,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY
No,Male,41,uk,NA,NA,NA,NA,NA,NA,NA,NA,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOY,NA,NA,NA,NA,NA,NA,NA,DESPAIR,DESPAIR,DESPAIR,NA,NA,NA,NA,NA,NA,NA,NA,JOY,NA,NA,DESPAIR,DESPAIR,JOY,NA,NA,NA,NA,NA,NA,NA,NA,JOY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DESPAIR,NA,NA,NA,JOY,JOY,NA,NA,JOY,NA,JOY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOY,JOY,NA,NA,NA,NA,NA,NA,NA
No,Male,32,USA,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR
No,Male,43,USA,MEH,MEH,JOY,NA,NA,NA,MEH,MEH,DESPAIR,JOY,JOY,JOY,NA,MEH,JOY,NA,NA,MEH,NA,MEH,DESPAIR,MEH,JOY,NA,NA,JOY,NA,MEH,NA,MEH,MEH,MEH,MEH,MEH,JOY,JOY,NA,MEH,MEH,NA,MEH,NA,NA,NA,JOY,DESPAIR,NA,JOY,MEH,JOY,MEH,MEH,MEH,NA,MEH,MEH,JOY,MEH,MEH,NA,NA,NA,MEH,MEH,NA,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,NA,JOY,JOY,MEH,NA,JOY,MEH,JOY,NA,MEH,NA,NA,MEH,JOY,NA,NA,NA,NA,JOY,JOY,MEH,JOY,NA,NA,NA,NA,NA,MEH
No,I'd rather not say,NA,51.0,DESPAIR,DESPAIR,JOY,NA,NA,NA,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,NA,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,NA,DESPAIR,DESPAIR,DESPAIR,NA,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,NA,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,NA,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,NA,JOY,MEH,MEH,NA,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,NA,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,NA,DESPAIR,DESPAIR,DESPAIR
Yes,Female,10,USA,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY
No,Male,58,Usa,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,NA,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,NA,JOY,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOY,JOY,NA,JOY,NA,JOY,DESPAIR,NA,NA,NA,JOY,JOY,JOY,NA,NA,NA,NA,JOY,NA,NA,NA,JOY,NA,NA,NA,JOY
No,Female,31,USA,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR
No,Male,29,USA,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY
No,Male,36,USA,JOY,MEH,JOY,MEH,NA,NA,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY
No,Male,62,USA,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY
No,Male,NA,NA,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,NA,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,NA,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR
No,Male,51,US,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY
No,Male,60,usa,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY
No,Male,33,United States,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY
Yes,Male,47,USA,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY
No,Male,35,United States,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,NA,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY
No,Male,35,USA,JOY,DESPAIR,JOY,NA,NA,NA,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,NA,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,NA,MEH,NA,DESPAIR,NA,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,NA,NA,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,NA,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,NA,JOY,JOY,MEH,JOY,JOY,DESPAIR,NA,JOY,MEH,MEH,NA,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,NA,JOY,JOY,DESPAIR,DESPAIR,JOY
No,Female,64,USA,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY
No,Female,30,United States,MEH,MEH,JOY,NA,NA,NA,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,NA,JOY,JOY,NA,NA,NA,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,NA,JOY,DESPAIR,DESPAIR,NA,JOY,MEH,NA,MEH,DESPAIR,JOY,MEH,JOY,NA,NA,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,NA,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,NA,JOY,DESPAIR,JOY,NA,JOY,JOY,NA,JOY,JOY,MEH,NA,MEH,DESPAIR,JOY,JOY,JOY,JOY,NA,NA,JOY,DESPAIR,MEH,JOY
No,Male,28,USA,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY
No,Male,55,usa,JOY,MEH,JOY,MEH,MEH,MEH,NA,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY
